internal_vendor_id,vendor_name_normalized,total_received_amount,vendor_revenue_percentile,vendor_revenue_robust_zscore,total_transaction_count,average_ticket_size,unique_mps_served,unique_states_served,primary_state,primary_activity,primary_mp_id,primary_mp_name,single_mp_reliance_pct,feature_generated_at
INTERNAL_VND_16129,SARPANCH SACHIV JAMUNIYA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Construction of footpaths and pedestrian ways,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16130,SARPANCHSHREE SOKHADA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16131,SARPANCHSHRI MANEKPURA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16132,SARSAV GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16133,SH SURJEET SINGH SO KAHAN CHAND RO HOCHAK UKHRAL RAMBAN DISTRICT RAMBAN CONTRACTOR PWDJNKCONT202431,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,JAMMU AND KASHMIR,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_148,JITENDRA SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16134,SHALA PRABANDHAN SAMITI JASARVANI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Purchase of furniture and fixtures for educational purposes,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16135,SIDDHESH SADANAND VIBHUTE,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MAHARASHTRA,Construction of toilet blocks,INTERNAL_MP_281,NARAYAN TATU RANE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16136,SPORTS JUNCTION,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Purchase of sports equipment,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16137,SUNSHINE KHARBANI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of community centers and community halls,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16138,SURPANCH SHREE GRAM PANCHAYAT DHANOL,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16139,SYRLEIN SECONDARY SCHOOL,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Development of playground,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16140,TAJERI GRAM PANCHYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16141,TEMSUMENBA IMSONG,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,NAGALAND,Providing drains and gutters for public drainage,INTERNAL_MP_296,S SUPONGMEREN JAMIR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16142,THREEVAND CH MARAK,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16143,TREIBOR KHARPAN,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16144,VAISHNAVI ENTERPRISES,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,PUNJAB,Fitting of Sitting RCC Benches in Public Places,INTERNAL_MP_322,SARABJEET SINGH KHALSA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16145,ZAMOK JAMIR,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,NAGALAND,Providing drains and gutters for public drainage,INTERNAL_MP_296,S SUPONGMEREN JAMIR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16146,GRAM PANCHAYAT CHARBHATA KU,149999.0,0.27850024578808596,-0.5058689131141032,2,74999.5,1,1,CHHATTISGARH,Providing garbage collection and disposal systems,INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16147,SHANTHI ELECTRICALS,149996.0,0.2784555570451803,-0.5058750000000001,1,149996.0,1,1,TAMIL NADU,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",INTERNAL_MP_368,MALAIYARASAN D,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16148,ESS KAY SPORTS,149983.0,0.2784108683022747,-0.5059013765055529,1,149983.0,1,1,PUNJAB,Purchase of immovable sports equipment,INTERNAL_MP_321,SMT HARSIMRAT KAUR BADAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16149,KEDAR INDUSTRIES AND TECHNOLOGY,149978.0,0.278366179559369,-0.505911521315381,1,149978.0,1,1,UTTARAKHAND,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_500,AJAY BHATT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16150,DESANG HARDWARE STORE,149974.0,0.27832149081646335,-0.5059196371632434,2,74987.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_035,GAURAV GOGOI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16151,KATIPELLY JAGADHEESHWAR REDDY,149972.0,0.27827680207355765,-0.5059236950871747,1,149972.0,1,1,TELANGANA,Installing tube-wells and borewells,INTERNAL_MP_400,SANJAY KUMAR BANDI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16152,BHAWANA ALMARI BAKSHA UDYOG,149968.0,0.278232113330652,-0.5059318109350371,1,149968.0,1,1,RAJASTHAN,Purchase of furniture and fixtures for educational purposes,INTERNAL_MP_353,AMRARAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16153,AKHANDALAMANI HARDWARE AND PAINT STORE,149959.0,0.27818742458774637,-0.5059500715927276,1,149959.0,1,1,ODISHA,Construction of community centers and community halls,INTERNAL_MP_307,RABINDRA NARAYAN BEHERA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16154,RAJNAGAR GRAM PANCHAYAT,149955.0,0.27812039147338785,-0.5059581874405901,1,149955.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16155,RUBAL TRADING COMPANY,149955.0,0.27812039147338785,-0.5059581874405901,2,74977.5,1,1,PUNJAB,Construction of community centers and community halls,INTERNAL_MP_323,SHRI AMAR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16156,GRAM PANCHAYAT MALASONI,149940.0,0.27805335835902933,-0.5059886218700743,2,74970.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16157,GRAM PANCHAYAT DEVIPUR,149928.0,0.2780086696161237,-0.5060129694136616,1,149928.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_127,CHANDUBHAI CHHAGANBHAI SHIHORA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16158,SWATI ENTERPRISE,149925.0,0.27796398087321805,-0.5060190562995585,1,149925.0,1,1,WEST BENGAL,Lighting of public spaces,INTERNAL_MP_543,SMT SAJDA AHMED,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16159,PIPLATA GRAM PANCHAYAT,149923.0,0.27791929213031236,-0.5060231142234896,1,149923.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16160,MEMAR GRAM PANCHAYAT,149916.0,0.2778746033874067,-0.506037316957249,1,149916.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16161,BHUNAD,149908.0,0.2778299146445011,-0.5060535486529738,2,74954.0,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_141,RAJEEV BHARDWAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16162,GP MAHANGVA,149840.0,0.2777852259015954,-0.5061915180666353,2,74920.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16163,BAHARUL ISLAM,149833.0,0.27774053715868974,-0.5062057208003947,1,149833.0,1,1,ASSAM,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",INTERNAL_MP_031,RAKIBUL HUSSAIN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16164,LONGKI PHANGCHO,149830.0,0.27769584841578404,-0.5062118076862915,1,149830.0,1,1,ASSAM,Creation of new ponds,INTERNAL_MP_033,AMARSING TISSO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16165,GRAM PANCHAYAT SAROL,149829.0,0.2776511596728784,-0.5062138366482571,1,149829.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16166,MR SARPANCH GRAM PANCHAYAT KUNJNAGAR,149823.0,0.27760647092997276,-0.5062260104200508,1,149823.0,1,1,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16167,BADHAN TRADERS,149800.0,0.27756178218706706,-0.5062726765452599,3,49933.333333333336,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_326,DR. RAJ KUMAR CHABBEWAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16168,BAGADOLLA BHUMANNA,149795.0,0.2775170934441614,-0.5062828213550878,1,149795.0,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_396,GODAM NAGESH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16169,GRAM PANCHAYAT JINAJ,149775.0,0.2774724047012557,-0.5063234005944001,1,149775.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16170,HARIDAS T,149761.0,0.2774277159583501,-0.5063518060619187,1,149761.0,1,1,TAMIL NADU,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",INTERNAL_MP_370,SHRI VIJAYAKUMAR VASANTH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16171,SUBHASHIS MAHANTA,149685.0,0.27738302721544444,-0.5065060071713051,2,74842.5,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_035,GAURAV GOGOI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16172,ROHIKA GRAM PANCHAYAT,149644.0,0.27733833847253875,-0.5065891946118952,1,149644.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16173,ISHFAQ ALI DIN,149595.0,0.2772936497296331,-0.5066886137482102,1,149595.0,1,1,JAMMU AND KASHMIR,Construction of public irrigation facilities,INTERNAL_MP_144,MIAN ALTAF AHMAD,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16174,KOTARIYA GRAM PANCHAYAT,149494.0,0.2772266166152746,-0.5068935389067369,1,149494.0,1,1,GUJARAT,Installing tube-wells and borewells,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16175,VAJEWAL GRAMPANCHAYAT,149494.0,0.2772266166152746,-0.5068935389067369,1,149494.0,1,1,GUJARAT,Installing tube-wells and borewells,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16176,CHANDAN BORDOLOI,149479.0,0.27715958350091613,-0.5069239733362211,1,149479.0,1,1,ASSAM,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",INTERNAL_MP_040,PRADYUT BORDOLOI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16177,MAA SANTOSHI TRADERS,149451.0,0.27711489475801043,-0.5069807842712581,1,149451.0,1,1,ODISHA,Construction of community centers and community halls,INTERNAL_MP_314,BALABHADRA MAJHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16178,BANIBRATA CONSTRUCTION,149420.0,0.2770702060151048,-0.5070436820921922,1,149420.0,1,1,WEST BENGAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_543,SMT SAJDA AHMED,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16179,THE SHRI BABA RUPADASS COOPERATIVE L AND C SOCIETY LIMITED DONGRA AHIR,149357.0,0.27702551727219915,-0.5071715066960257,1,149357.0,1,1,HARYANA,Development of public parks,INTERNAL_MP_131,SHRI DHARAMBIR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16180,RAWAT GOVERNMENT CONTRACTOR,149324.0,0.27698082852929345,-0.5072384624408909,1,149324.0,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_501,MALA RAJYA LAXMI SHAH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16181,YOGINDER SINGH,149250.0,0.2769361397863878,-0.5073886056263461,1,149250.0,1,1,JAMMU AND KASHMIR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_148,JITENDRA SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16182,ZIMIDARA AGRO STORE,149215.0,0.2768914510434822,-0.5074596192951425,3,49738.333333333336,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_320,MALVINDER SINGH KANG,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16183,SOHAL CEMENT STORE,149200.0,0.2768467623005765,-0.5074900537246266,4,37300.0,1,1,PUNJAB,Construction of community centers and community halls,INTERNAL_MP_323,SHRI AMAR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16184,NALLATHAMBY I,149171.0,0.27680207355767084,-0.5075488936216295,1,149171.0,1,1,TAMIL NADU,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_370,SHRI VIJAYAKUMAR VASANTH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16185,SUPER TILE FACTORY,149110.0,0.27675738481476514,-0.5076726603015317,1,149110.0,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_325,SUKHJINDER SINGH RANDHAWA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16186,PREM KUMAR NIKHIL KUMAR,149104.0,0.2767126960718595,-0.5076848340733253,1,149104.0,1,1,HARYANA,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_138,SELJA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16187,PULPIT,149044.0,0.27666800732895386,-0.5078065717912621,1,149044.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_519,SHRI ABHISHEK BANERJEE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16188,SUDHA ENTERPRISES,148764.0,0.27662331858604816,-0.5083746811416333,1,148764.0,1,1,RAJASTHAN,Purchase of books for public libraries/ digitization of library books,INTERNAL_MP_355,MANNA LAL RAWAT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16189,MS BISWAL TRADERS,148698.0,0.2765786298431425,-0.5085085926313636,1,148698.0,1,1,ODISHA,Construction of buildings for community cultural activities,INTERNAL_MP_306,BIBHU PRASAD TARAI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16190,GURPREET KAUR,148687.0,0.2765339411002368,-0.5085309112129853,2,74343.5,1,1,PUNJAB,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_323,SHRI AMAR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16191,FORTUNE ENTERPRISE,148550.0,0.2764892523573312,-0.5088088790022741,1,148550.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_519,SHRI ABHISHEK BANERJEE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16192,SOYEB ENTERPRISE,148410.0,0.27644456361442554,-0.5090929336774597,1,148410.0,1,1,WEST BENGAL,Lighting of public spaces,INTERNAL_MP_533,ISHA KHAN CHOUDHURY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16193,JASWANT SINGH,148330.0,0.27639987487151985,-0.5092552506347086,3,49443.333333333336,3,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_323,SHRI AMAR SINGH,73.82,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16194,HIGH SCHOOL CHARGODA,148300.0,0.2763551861286142,-0.5093161194936769,2,74150.0,1,1,MADHYA PRADESH,Installing community drinking water plants,INTERNAL_MP_238,DR. RAJESH MISHRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16195,BDO LAKHANPUR,148130.0,0.27631049738570856,-0.509661043027831,7,21161.428571428572,1,1,ODISHA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_299,PRADEEP PUROHIT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16196,SANJEEV BUILDING MATERIAL,148090.0,0.27626580864280287,-0.5097422015064553,3,49363.333333333336,1,1,HARYANA,Construction of rooms and halls in school and colleges,INTERNAL_MP_130,VARUN CHAUDHRY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16197,SANJU MOLLA,148064.0,0.2762211198998972,-0.5097949545175613,1,148064.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_519,SHRI ABHISHEK BANERJEE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16198,YOGENDRA KUMAR PATEL,148020.0,0.27617643115699153,-0.5098842288440482,1,148020.0,1,1,MADHYA PRADESH,Construction of rooms and halls in school and colleges,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16199,BANSAL CEMENT AND SANITARY STORE,147960.0,0.2761317424140859,-0.5100059665619848,3,49320.0,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,INTERNAL_MP_330,GURMEET SINGH MEET HAYER,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16200,RAJENDRA PRASAD OJHA,147913.0,0.27608705367118025,-0.5101013277743686,1,147913.0,1,1,ODISHA,Construction of community centers and community halls,INTERNAL_MP_304,SHRI BHARTRUHARI MAHTAB,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16201,PK TRADING COMPANY,147886.0,0.27604236492827455,-0.5101561097474401,1,147886.0,1,1,HARYANA,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_136,NAVEEN JINDAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16202,SHIEKH ISLAM TAHIRUL ISLAM,147816.0,0.2759976761853689,-0.5102981370850329,1,147816.0,1,1,JAMMU AND KASHMIR,Construction of public irrigation facilities,INTERNAL_MP_145,ABDUL RASHID SHEIKH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16203,SHREE COMPUTERS,147813.0,0.27595298744246327,-0.5103042239709298,1,147813.0,1,1,RAJASTHAN,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_350,SHRI HANUMAN BENIWAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16204,NATIONAL BRICKS COMPANY,147764.0,0.2759082986995576,-0.5104036431072447,3,49254.666666666664,1,1,PUNJAB,Construction of community centers and community halls,INTERNAL_MP_329,DR DHARAMVIRA GANDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16205,ZALBHAI NI MUVADI,147677.0,0.27586360995665193,-0.5105801627982528,2,73838.5,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16206,GURU NANAK BUILDING AND MATERIAL STORE,147600.0,0.27581892121374624,-0.5107363928696049,2,73800.0,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,INTERNAL_MP_328,AMRINDER SINGH RAJA WARRING,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16207,ACHU ALIAS ALEX,147568.0,0.2757742324708406,-0.5108013196525045,1,147568.0,1,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_200,ADV K FRANCIS GEORGE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16208,JALIA GRAM PANCHAYAT,147419.0,0.27572954372793496,-0.5111036349853806,1,147419.0,1,1,GUJARAT,Installing tube-wells and borewells,INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16209,SATHVAV GRAM PANCHAYAT,147236.0,0.27568485498502926,-0.5114749350250876,1,147236.0,1,1,GUJARAT,Providing supply pipelines for drinking water,INTERNAL_MP_109,PRABHUBHAI NAGARBHAI VASAVA,100.0,2026-08-26T10:44:17.312957+00:00
